State,Compound,Year,Units,Quantity
Connecticut,PENDIMETHALIN,2016,kg,0.0
Connecticut,PENDIMETHALIN,2017,kg,0.0
Connecticut,TRIFLURALIN,1992,kg,0.0
Connecticut,TRIFLURALIN,1993,kg,0.0
Connecticut,TRIFLURALIN,1994,kg,0.0
Connecticut,TRIFLURALIN,1995,kg,0.0
Connecticut,TRIFLURALIN,1996,kg,0.0
Connecticut,TRIFLURALIN,1997,kg,0.0
Connecticut,TRIFLURALIN,1998,kg,0.0
Connecticut,TRIFLURALIN,1999,kg,0.0
Connecticut,TRIFLURALIN,2000,kg,0.0
Connecticut,TRIFLURALIN,2001,kg,0.0
Connecticut,TRIFLURALIN,2002,kg,0.0
Connecticut,TRIFLURALIN,2003,kg,0.0
Connecticut,TRIFLURALIN,2004,kg,0.0
Connecticut,TRIFLURALIN,2005,kg,0.0
Connecticut,TRIFLURALIN,2006,kg,0.0
Connecticut,TRIFLURALIN,2007,kg,0.0
Connecticut,TRIFLURALIN,2009,kg,0.0
Connecticut,TRIFLURALIN,2010,kg,0.0
Connecticut,TRIFLURALIN,2011,kg,0.0
Connecticut,TRIFLURALIN,2016,kg,0.0
Delaware,CLETHODIM,1992,kg,0.0
Delaware,CLETHODIM,1993,kg,0.0
Delaware,CLETHODIM,1994,kg,0.0
Delaware,CLETHODIM,1995,kg,0.0
Delaware,CLETHODIM,1996,kg,0.0
Delaware,CLETHODIM,1997,kg,0.0
Delaware,CLETHODIM,1998,kg,0.0
Delaware,CLETHODIM,1999,kg,0.0
Delaware,CLETHODIM,2000,kg,0.0
Delaware,CLETHODIM,2001,kg,0.0
Delaware,CLETHODIM,2002,kg,0.0
Delaware,CLETHODIM,2003,kg,0.0
Delaware,CLETHODIM,2004,kg,0.0
Delaware,CLETHODIM,2005,kg,0.0
Delaware,CLETHODIM,2006,kg,0.0
Delaware,CLETHODIM,2007,kg,0.0
Delaware,CLETHODIM,2009,kg,0.0
Delaware,CLETHODIM,2010,kg,0.0
Delaware,CLETHODIM,2011,kg,0.0
Delaware,CLETHODIM,2012,kg,0.0
Delaware,CLETHODIM,2013,kg,0.0
Delaware,CLETHODIM,2014,kg,0.0
Delaware,CLETHODIM,2015,kg,0.0
Delaware,CLETHODIM,2016,kg,0.0
Delaware,CLETHODIM,2017,kg,0.0
Delaware,DIURON,1992,kg,0.0
Delaware,DIURON,1993,kg,0.0
Delaware,DIURON,1994,kg,0.0
Delaware,DIURON,1995,kg,0.0
Delaware,DIURON,1996,kg,0.0
Delaware,DIURON,1997,kg,0.0
Delaware,DIURON,1998,kg,0.0
Delaware,DIURON,1999,kg,0.0
Delaware,DIURON,2000,kg,0.0
Delaware,DIURON,2001,kg,0.0
Delaware,DIURON,2002,kg,0.0
Delaware,DIURON,2003,kg,0.0
Delaware,DIURON,2004,kg,0.0
Delaware,DIURON,2005,kg,0.0
Delaware,DIURON,2006,kg,0.0
Delaware,DIURON,2007,kg,0.0
Delaware,DIURON,2008,kg,0.0
Delaware,DIURON,2009,kg,0.0
Delaware,DIURON,2010,kg,0.0
Delaware,DIURON,2011,kg,0.0
Delaware,DIURON,2012,kg,0.0
Delaware,DIURON,2013,kg,0.0
Delaware,DIURON,2014,kg,0.0
Delaware,FLUMIOXAZIN,2003,kg,0.0
Delaware,FLUMIOXAZIN,2005,kg,0.0
Delaware,FLUMIOXAZIN,2006,kg,0.0
Delaware,FLUMIOXAZIN,2007,kg,0.0
Delaware,FLUMIOXAZIN,2008,kg,0.0
Delaware,FLUMIOXAZIN,2009,kg,0.0
Delaware,FLUMIOXAZIN,2010,kg,0.0
Delaware,FLUMIOXAZIN,2011,kg,0.0
Delaware,FLUMIOXAZIN,2012,kg,0.0
Delaware,FLUMIOXAZIN,2013,kg,0.0
Delaware,FLUMIOXAZIN,2014,kg,0.0
Delaware,FLUMIOXAZIN,2015,kg,0.0
Delaware,FLUMIOXAZIN,2016,kg,0.0
Delaware,FLUMIOXAZIN,2017,kg,0.0
Delaware,GLUFOSINATE,1997,kg,0.0
Delaware,GLUFOSINATE,1998,kg,0.0
Delaware,GLUFOSINATE,1999,kg,0.0
Delaware,GLUFOSINATE,2000,kg,0.0
Delaware,GLUFOSINATE,2001,kg,0.0
Delaware,GLUFOSINATE,2002,kg,0.0
Delaware,GLUFOSINATE,2003,kg,0.0
Delaware,GLUFOSINATE,2004,kg,0.0
Delaware,GLUFOSINATE,2007,kg,0.0
Delaware,GLUFOSINATE,2008,kg,0.0
Delaware,GLUFOSINATE,2009,kg,0.0
Delaware,GLUFOSINATE,2010,kg,0.0
Delaware,GLUFOSINATE,2011,kg,0.0
Delaware,GLUFOSINATE,2012,kg,0.0
Delaware,GLUFOSINATE,2013,kg,0.0
Delaware,GLUFOSINATE,2014,kg,0.0
Delaware,GLUFOSINATE,2015,kg,0.0
Delaware,GLUFOSINATE,2016,kg,0.0
Delaware,GLUFOSINATE,2017,kg,0.0
Delaware,GLYPHOSATE,1992,kg,0.0
Delaware,GLYPHOSATE,1993,kg,0.0
Delaware,GLYPHOSATE,1994,kg,0.0
Delaware,GLYPHOSATE,1995,kg,0.0
Delaware,GLYPHOSATE,1996,kg,0.0
Delaware,GLYPHOSATE,1997,kg,0.0
Delaware,GLYPHOSATE,1998,kg,0.0
Delaware,GLYPHOSATE,1999,kg,0.0
Delaware,GLYPHOSATE,2000,kg,0.0
Delaware,GLYPHOSATE,2001,kg,0.0
Delaware,GLYPHOSATE,2002,kg,0.0
Delaware,GLYPHOSATE,2003,kg,0.0
Delaware,GLYPHOSATE,2004,kg,0.0
Delaware,GLYPHOSATE,2005,kg,0.0
Delaware,GLYPHOSATE,2006,kg,0.0
Delaware,GLYPHOSATE,2007,kg,0.0
Delaware,GLYPHOSATE,2008,kg,0.0
Delaware,GLYPHOSATE,2009,kg,0.0
Delaware,GLYPHOSATE,2010,kg,0.0
Delaware,GLYPHOSATE,2011,kg,0.0
Delaware,GLYPHOSATE,2012,kg,0.0
Delaware,GLYPHOSATE,2013,kg,0.0
Delaware,GLYPHOSATE,2014,kg,0.0
Delaware,GLYPHOSATE,2015,kg,0.0
Delaware,GLYPHOSATE,2016,kg,0.0
Delaware,GLYPHOSATE,2017,kg,0.0
Delaware,OXYFLUORFEN,1992,kg,0.0
Delaware,OXYFLUORFEN,1994,kg,0.0
Delaware,OXYFLUORFEN,1997,kg,0.0
Delaware,OXYFLUORFEN,1998,kg,0.0
Delaware,OXYFLUORFEN,2000,kg,0.0
Delaware,OXYFLUORFEN,2001,kg,0.0
Delaware,OXYFLUORFEN,2015,kg,0.0
Delaware,OXYFLUORFEN,2016,kg,0.0
Delaware,OXYFLUORFEN,2017,kg,0.0
Delaware,PARAQUAT,1992,kg,0.0
Delaware,PARAQUAT,1993,kg,0.0
Delaware,PARAQUAT,1994,kg,0.0
Delaware,PARAQUAT,1995,kg,0.0
Delaware,PARAQUAT,1996,kg,0.0
Delaware,PARAQUAT,1997,kg,0.0
Delaware,PARAQUAT,1998,kg,0.0
Delaware,PARAQUAT,1999,kg,0.0
Delaware,PARAQUAT,2000,kg,0.0
Delaware,PARAQUAT,2001,kg,0.0
Delaware,PARAQUAT,2002,kg,0.0
Delaware,PARAQUAT,2003,kg,0.0
Delaware,PARAQUAT,2004,kg,0.0
Delaware,PARAQUAT,2005,kg,0.0
Delaware,PARAQUAT,2006,kg,0.0
Delaware,PARAQUAT,2007,kg,0.0
Delaware,PARAQUAT,2008,kg,0.0
Delaware,PARAQUAT,2009,kg,0.0
Delaware,PARAQUAT,2010,kg,0.0
Delaware,PARAQUAT,2011,kg,0.0
Delaware,PARAQUAT,2012,kg,0.0
Delaware,PARAQUAT,2013,kg,0.0
Delaware,PARAQUAT,2014,kg,0.0
Delaware,PARAQUAT,2015,kg,0.0
Delaware,PARAQUAT,2016,kg,0.0
Delaware,PARAQUAT,2017,kg,0.0
Delaware,PENDIMETHALIN,1992,kg,0.0
Delaware,PENDIMETHALIN,1993,kg,0.0
Delaware,PENDIMETHALIN,1994,kg,0.0
Delaware,PENDIMETHALIN,1995,kg,0.0
Delaware,PENDIMETHALIN,1996,kg,0.0
Delaware,PENDIMETHALIN,1997,kg,0.0
Delaware,PENDIMETHALIN,1998,kg,0.0
Delaware,PENDIMETHALIN,1999,kg,0.0
Delaware,PENDIMETHALIN,2000,kg,0.0
Delaware,PENDIMETHALIN,2001,kg,0.0
Delaware,PENDIMETHALIN,2002,kg,0.0
Delaware,PENDIMETHALIN,2003,kg,0.0
Delaware,PENDIMETHALIN,2004,kg,0.0
Delaware,PENDIMETHALIN,2005,kg,0.0
Delaware,PENDIMETHALIN,2006,kg,0.0
Delaware,PENDIMETHALIN,2007,kg,0.0
Delaware,PENDIMETHALIN,2008,kg,0.0
Delaware,PENDIMETHALIN,2009,kg,0.0
Delaware,PENDIMETHALIN,2010,kg,0.0
Delaware,PENDIMETHALIN,2011,kg,0.0
Delaware,PENDIMETHALIN,2012,kg,0.0
Delaware,PENDIMETHALIN,2013,kg,0.0
Delaware,PENDIMETHALIN,2014,kg,0.0
Delaware,PENDIMETHALIN,2015,kg,0.0
Delaware,PENDIMETHALIN,2016,kg,0.0
Delaware,PENDIMETHALIN,2017,kg,0.0
Delaware,PROMETRYN,1996,kg,0.0
Delaware,PYRAFLUFEN ETHYL,2016,kg,0.0
Delaware,TRIFLURALIN,1992,kg,0.0
Delaware,TRIFLURALIN,1993,kg,0.0
Delaware,TRIFLURALIN,1994,kg,0.0
Delaware,TRIFLURALIN,1995,kg,0.0
Delaware,TRIFLURALIN,1996,kg,0.0
Delaware,TRIFLURALIN,1997,kg,0.0
Delaware,TRIFLURALIN,1998,kg,0.0
Delaware,TRIFLURALIN,1999,kg,0.0
Delaware,TRIFLURALIN,2000,kg,0.0
Delaware,TRIFLURALIN,2001,kg,0.0
Delaware,TRIFLURALIN,2002,kg,0.0
Delaware,TRIFLURALIN,2003,kg,0.0
Delaware,TRIFLURALIN,2004,kg,0.0
Delaware,TRIFLURALIN,2005,kg,0.0
Delaware,TRIFLURALIN,2006,kg,0.0
Delaware,TRIFLURALIN,2007,kg,0.0
Delaware,TRIFLURALIN,2008,kg,0.0
Delaware,TRIFLURALIN,2009,kg,0.0
Delaware,TRIFLURALIN,2010,kg,0.0
Delaware,TRIFLURALIN,2011,kg,0.0
Delaware,TRIFLURALIN,2012,kg,0.0
Delaware,TRIFLURALIN,2013,kg,0.0
Delaware,TRIFLURALIN,2014,kg,0.0
Delaware,TRIFLURALIN,2015,kg,0.0
Delaware,TRIFLURALIN,2016,kg,0.0
Delaware,TRIFLURALIN,2017,kg,0.0
Florida,CLETHODIM,1993,kg,22.2
Florida,CLETHODIM,1994,kg,182.0
Florida,CLETHODIM,1995,kg,166.4
Florida,CLETHODIM,1996,kg,278.2
Florida,CLETHODIM,1997,kg,46.2
Florida,CLETHODIM,1998,kg,382.5
Florida,CLETHODIM,1999,kg,48.0
Florida,CLETHODIM,2000,kg,38.4
Florida,CLETHODIM,2001,kg,32.8
Florida,CLETHODIM,2002,kg,362.6
Florida,CLETHODIM,2003,kg,0.0
Florida,CLETHODIM,2004,kg,9.1
Florida,CLETHODIM,2005,kg,97.8
Florida,CLETHODIM,2006,kg,0.0
Florida,CLETHODIM,2007,kg,0.0
Florida,CLETHODIM,2008,kg,0.0
Florida,CLETHODIM,2009,kg,44.2
Florida,CLETHODIM,2010,kg,60.9
Florida,CLETHODIM,2011,kg,0.0
Florida,CLETHODIM,2012,kg,122.3
Florida,CLETHODIM,2013,kg,0.0
Florida,CLETHODIM,2014,kg,0.0
Florida,CLETHODIM,2015,kg,36.6
Florida,CLETHODIM,2016,kg,0.0
Florida,CLETHODIM,2017,kg,0.0
Florida,DIURON,1992,kg,322.4
Florida,DIURON,1993,kg,936.7
Florida,DIURON,1994,kg,1492.7
Florida,DIURON,1995,kg,1791.1
Florida,DIURON,1996,kg,10796.4
Florida,DIURON,1997,kg,1541.8
Florida,DIURON,1998,kg,22.1
Florida,DIURON,1999,kg,1436.2
Florida,DIURON,2000,kg,13.6
Florida,DIURON,2001,kg,1305.4
Florida,DIURON,2002,kg,293.1
Florida,DIURON,2003,kg,1497.2
Florida,DIURON,2004,kg,47.5
Florida,DIURON,2005,kg,1001.0
Florida,DIURON,2006,kg,856.3
Florida,DIURON,2007,kg,2250.8
Florida,DIURON,2008,kg,128.6
Florida,DIURON,2009,kg,1812.2
Florida,DIURON,2010,kg,439.0
Florida,DIURON,2011,kg,231.3
Florida,DIURON,2012,kg,1933.7
Florida,DIURON,2013,kg,17017.9
Florida,DIURON,2014,kg,2988.2
Florida,DIURON,2015,kg,646.5
Florida,DIURON,2016,kg,2037.3
Florida,DIURON,2017,kg,8658.8
Florida,FLUMIOXAZIN,2001,kg,0.0
Florida,FLUMIOXAZIN,2002,kg,0.0
Florida,FLUMIOXAZIN,2003,kg,0.0
Florida,FLUMIOXAZIN,2004,kg,1298.6
Florida,FLUMIOXAZIN,2005,kg,54.6
Florida,FLUMIOXAZIN,2006,kg,29.3
Florida,FLUMIOXAZIN,2007,kg,136.1
Florida,FLUMIOXAZIN,2008,kg,243.5
Florida,FLUMIOXAZIN,2009,kg,543.9
Florida,FLUMIOXAZIN,2010,kg,1004.5
Florida,FLUMIOXAZIN,2011,kg,1046.6
Florida,FLUMIOXAZIN,2012,kg,1655.8
Florida,FLUMIOXAZIN,2013,kg,779.8
Florida,FLUMIOXAZIN,2014,kg,161.7
Florida,FLUMIOXAZIN,2015,kg,99.8
Florida,FLUMIOXAZIN,2016,kg,804.7
Florida,FLUMIOXAZIN,2017,kg,1115.3
Florida,GLUFOSINATE,1997,kg,0.0
Florida,GLUFOSINATE,1998,kg,0.0
Florida,GLUFOSINATE,2004,kg,82.1
Florida,GLUFOSINATE,2006,kg,838.3
Florida,GLUFOSINATE,2007,kg,119.5
Florida,GLUFOSINATE,2008,kg,723.6
Florida,GLUFOSINATE,2009,kg,34.8
Florida,GLUFOSINATE,2010,kg,459.7
Florida,GLUFOSINATE,2011,kg,471.0
Florida,GLUFOSINATE,2012,kg,962.8
Florida,GLUFOSINATE,2013,kg,13189.0
Florida,GLUFOSINATE,2014,kg,2541.4
Florida,GLUFOSINATE,2015,kg,2712.4
Florida,GLUFOSINATE,2016,kg,11226.1
Florida,GLUFOSINATE,2017,kg,7199.3
Florida,GLYPHOSATE,1992,kg,796.0
Florida,GLYPHOSATE,1993,kg,835.1
Florida,GLYPHOSATE,1994,kg,1760.0
Florida,GLYPHOSATE,1995,kg,10628.0
Florida,GLYPHOSATE,1996,kg,2682.8
Florida,GLYPHOSATE,1997,kg,12319.8
Florida,GLYPHOSATE,1998,kg,14682.2
Florida,GLYPHOSATE,1999,kg,40341.4
Florida,GLYPHOSATE,2000,kg,49480.1
Florida,GLYPHOSATE,2001,kg,111693.5
Florida,GLYPHOSATE,2002,kg,109502.8
Florida,GLYPHOSATE,2003,kg,57458.0
Florida,GLYPHOSATE,2004,kg,84482.3
Florida,GLYPHOSATE,2005,kg,81742.2
Florida,GLYPHOSATE,2006,kg,87719.7
Florida,GLYPHOSATE,2007,kg,58520.7
Florida,GLYPHOSATE,2008,kg,67908.2
Florida,GLYPHOSATE,2009,kg,73989.0
Florida,GLYPHOSATE,2010,kg,104340.3
Florida,GLYPHOSATE,2011,kg,118743.8
Florida,GLYPHOSATE,2012,kg,104403.6
Florida,GLYPHOSATE,2013,kg,104518.1
Florida,GLYPHOSATE,2014,kg,113037.7
Florida,GLYPHOSATE,2015,kg,88363.8
Florida,GLYPHOSATE,2016,kg,42025.1
Florida,GLYPHOSATE,2017,kg,99887.5
Florida,OXYFLUORFEN,1992,kg,0.0
Florida,OXYFLUORFEN,1993,kg,0.0
Florida,OXYFLUORFEN,1994,kg,375.5
Florida,OXYFLUORFEN,1995,kg,249.9
Florida,OXYFLUORFEN,1996,kg,3244.7
Florida,OXYFLUORFEN,1997,kg,0.0
Florida,OXYFLUORFEN,2001,kg,194.0
Florida,OXYFLUORFEN,2002,kg,0.0
Florida,OXYFLUORFEN,2003,kg,8.6
Florida,OXYFLUORFEN,2004,kg,0.0
Florida,OXYFLUORFEN,2005,kg,14.3
Florida,OXYFLUORFEN,2006,kg,131.1
Florida,OXYFLUORFEN,2007,kg,0.0
Florida,OXYFLUORFEN,2008,kg,0.0
Florida,OXYFLUORFEN,2009,kg,0.0
Florida,OXYFLUORFEN,2010,kg,0.0
Florida,OXYFLUORFEN,2011,kg,0.0
Florida,OXYFLUORFEN,2012,kg,0.0
Florida,OXYFLUORFEN,2013,kg,0.0
Florida,OXYFLUORFEN,2014,kg,0.0
Florida,OXYFLUORFEN,2015,kg,0.0
Florida,OXYFLUORFEN,2017,kg,0.0
Florida,PARAQUAT,1992,kg,30.7
Florida,PARAQUAT,1993,kg,13.3
Florida,PARAQUAT,1994,kg,4639.9
Florida,PARAQUAT,1995,kg,799.5
Florida,PARAQUAT,1996,kg,7874.2
Florida,PARAQUAT,1997,kg,726.8
Florida,PARAQUAT,1998,kg,3518.0
Florida,PARAQUAT,1999,kg,361.8
Florida,PARAQUAT,2000,kg,2083.7
Florida,PARAQUAT,2001,kg,2627.2
Florida,PARAQUAT,2002,kg,670.4
Florida,PARAQUAT,2003,kg,364.8
Florida,PARAQUAT,2004,kg,262.1
Florida,PARAQUAT,2005,kg,435.7
Florida,PARAQUAT,2006,kg,369.4
Florida,PARAQUAT,2007,kg,102.8
Florida,PARAQUAT,2008,kg,470.9
Florida,PARAQUAT,2009,kg,4041.3
Florida,PARAQUAT,2010,kg,513.0
Florida,PARAQUAT,2011,kg,4405.6
Florida,PARAQUAT,2012,kg,3863.6
Florida,PARAQUAT,2013,kg,9540.1
Florida,PARAQUAT,2014,kg,3405.1
Florida,PARAQUAT,2015,kg,1603.4
Florida,PARAQUAT,2016,kg,1803.1
Florida,PARAQUAT,2017,kg,5129.0
Florida,PENDIMETHALIN,1992,kg,3545.8
Florida,PENDIMETHALIN,1993,kg,7790.8
Florida,PENDIMETHALIN,1994,kg,8688.5
Florida,PENDIMETHALIN,1995,kg,10763.7
Florida,PENDIMETHALIN,1996,kg,20551.3
Florida,PENDIMETHALIN,1997,kg,3783.4
Florida,PENDIMETHALIN,1998,kg,3099.2
Florida,PENDIMETHALIN,1999,kg,2833.7
Florida,PENDIMETHALIN,2000,kg,9863.7
Florida,PENDIMETHALIN,2001,kg,3443.6
Florida,PENDIMETHALIN,2002,kg,6859.5
Florida,PENDIMETHALIN,2003,kg,7369.9
Florida,PENDIMETHALIN,2004,kg,3050.6
Florida,PENDIMETHALIN,2005,kg,20166.1
Florida,PENDIMETHALIN,2006,kg,8920.1
Florida,PENDIMETHALIN,2007,kg,488.0
Florida,PENDIMETHALIN,2008,kg,10618.1
Florida,PENDIMETHALIN,2009,kg,2023.9
Florida,PENDIMETHALIN,2010,kg,9737.0
Florida,PENDIMETHALIN,2011,kg,3751.4
Florida,PENDIMETHALIN,2012,kg,13407.2
Florida,PENDIMETHALIN,2013,kg,30695.3
Florida,PENDIMETHALIN,2014,kg,13721.0
Florida,PENDIMETHALIN,2015,kg,5789.6
Florida,PENDIMETHALIN,2016,kg,25468.2
Florida,PENDIMETHALIN,2017,kg,20470.8
Florida,PROMETRYN,1992,kg,3639.7
Florida,PROMETRYN,1993,kg,9257.7
Florida,PROMETRYN,1994,kg,2126.5
Florida,PROMETRYN,1995,kg,8224.8
Florida,PROMETRYN,1996,kg,1372.0
Florida,PROMETRYN,1997,kg,11675.7
Florida,PROMETRYN,1998,kg,4482.5
Florida,PROMETRYN,1999,kg,2394.6
Florida,PROMETRYN,2000,kg,8043.5
Florida,PROMETRYN,2001,kg,961.0
Florida,PROMETRYN,2002,kg,6016.4
Florida,PROMETRYN,2003,kg,4856.7
Florida,PROMETRYN,2004,kg,769.0
Florida,PROMETRYN,2005,kg,1285.9
Florida,PROMETRYN,2006,kg,5130.2
Florida,PROMETRYN,2007,kg,2950.3
Florida,PROMETRYN,2008,kg,20.4
Florida,PROMETRYN,2009,kg,13683.0
Florida,PROMETRYN,2010,kg,11421.4
Florida,PROMETRYN,2011,kg,14316.8
Florida,PROMETRYN,2012,kg,2333.6
Florida,PROMETRYN,2013,kg,10794.9
Florida,PROMETRYN,2014,kg,5716.1
Florida,PROMETRYN,2015,kg,3410.2
Florida,PROMETRYN,2016,kg,6228.6
Florida,PROMETRYN,2017,kg,4035.2
Florida,PYRAFLUFEN ETHYL,2003,kg,3.7
Florida,PYRAFLUFEN ETHYL,2004,kg,0.7
Florida,PYRAFLUFEN ETHYL,2005,kg,5.4
Florida,PYRAFLUFEN ETHYL,2006,kg,17.8
Florida,PYRAFLUFEN ETHYL,2007,kg,87.0
Florida,PYRAFLUFEN ETHYL,2008,kg,5.9
Florida,PYRAFLUFEN ETHYL,2009,kg,2.2
Florida,PYRAFLUFEN ETHYL,2010,kg,8.1
Florida,PYRAFLUFEN ETHYL,2011,kg,8.3
Florida,PYRAFLUFEN ETHYL,2012,kg,2.5
Florida,PYRAFLUFEN ETHYL,2013,kg,1.5
Florida,PYRAFLUFEN ETHYL,2014,kg,1.0
Florida,PYRAFLUFEN ETHYL,2015,kg,2.3
Florida,PYRAFLUFEN ETHYL,2016,kg,1.5
Florida,PYRAFLUFEN ETHYL,2017,kg,3.0
Florida,TRIFLURALIN,1992,kg,12687.6
Florida,TRIFLURALIN,1993,kg,10096.8
Florida,TRIFLURALIN,1994,kg,20946.5
Florida,TRIFLURALIN,1995,kg,15729.4
Florida,TRIFLURALIN,1996,kg,31343.6
Florida,TRIFLURALIN,1997,kg,18869.7
Florida,TRIFLURALIN,1998,kg,14960.2
Florida,TRIFLURALIN,1999,kg,8538.7
Florida,TRIFLURALIN,2000,kg,10295.8
Florida,TRIFLURALIN,2001,kg,4923.4
Florida,TRIFLURALIN,2002,kg,6673.3
Florida,TRIFLURALIN,2003,kg,4134.0
Florida,TRIFLURALIN,2004,kg,7023.9
Florida,TRIFLURALIN,2005,kg,4570.9
Florida,TRIFLURALIN,2006,kg,18710.9
Florida,TRIFLURALIN,2007,kg,7124.1
Florida,TRIFLURALIN,2008,kg,3108.1
Florida,TRIFLURALIN,2009,kg,481.9
Florida,TRIFLURALIN,2010,kg,1085.7
Florida,TRIFLURALIN,2011,kg,19331.3
Florida,TRIFLURALIN,2012,kg,5486.7
Florida,TRIFLURALIN,2013,kg,646.0
Florida,TRIFLURALIN,2014,kg,3267.1
Florida,TRIFLURALIN,2015,kg,4235.7
Florida,TRIFLURALIN,2016,kg,1367.1
Florida,TRIFLURALIN,2017,kg,4372.6
Georgia,CLETHODIM,1992,kg,143.0
Georgia,CLETHODIM,1993,kg,175.5
Georgia,CLETHODIM,1994,kg,3244.5
Georgia,CLETHODIM,1995,kg,1938.5
Georgia,CLETHODIM,1996,kg,3731.2
Georgia,CLETHODIM,1997,kg,2722.8
Georgia,CLETHODIM,1998,kg,1904.5
Georgia,CLETHODIM,1999,kg,1156.9
Georgia,CLETHODIM,2000,kg,683.0
Georgia,CLETHODIM,2001,kg,660.3
Georgia,CLETHODIM,2002,kg,3943.9
Georgia,CLETHODIM,2003,kg,2253.9
Georgia,CLETHODIM,2004,kg,651.7
Georgia,CLETHODIM,2005,kg,1311.9
Georgia,CLETHODIM,2006,kg,665.7
Georgia,CLETHODIM,2007,kg,0.0
Georgia,CLETHODIM,2008,kg,10.0
Georgia,CLETHODIM,2009,kg,2133.8
Georgia,CLETHODIM,2010,kg,963.0
Georgia,CLETHODIM,2011,kg,1023.5
Georgia,CLETHODIM,2012,kg,1481.9
Georgia,CLETHODIM,2013,kg,186.4
Georgia,CLETHODIM,2014,kg,0.0
Georgia,CLETHODIM,2015,kg,417.2
Georgia,CLETHODIM,2016,kg,4019.2
Georgia,CLETHODIM,2017,kg,0.0
Georgia,DIURON,1992,kg,3969.1
Georgia,DIURON,1993,kg,11707.9
Georgia,DIURON,1994,kg,18463.8
Georgia,DIURON,1995,kg,23317.1
Georgia,DIURON,1996,kg,36033.3
Georgia,DIURON,1997,kg,22503.9
Georgia,DIURON,1998,kg,18190.4
Georgia,DIURON,1999,kg,16916.1
Georgia,DIURON,2000,kg,15921.7
Georgia,DIURON,2001,kg,42136.3
Georgia,DIURON,2002,kg,56717.2
Georgia,DIURON,2003,kg,74399.4
Georgia,DIURON,2004,kg,47745.1
Georgia,DIURON,2005,kg,97042.9
Georgia,DIURON,2006,kg,89526.4
Georgia,DIURON,2007,kg,16117.7
Georgia,DIURON,2008,kg,87966.5
Georgia,DIURON,2009,kg,118661.7
Georgia,DIURON,2010,kg,293187.0
Georgia,DIURON,2011,kg,214777.2
Georgia,DIURON,2012,kg,390019.1
Georgia,DIURON,2013,kg,268737.3
Georgia,DIURON,2014,kg,248492.0
Georgia,DIURON,2015,kg,261805.2
Georgia,DIURON,2016,kg,265832.6
Georgia,DIURON,2017,kg,140864.9
Georgia,FLUMIOXAZIN,2001,kg,0.0
Georgia,FLUMIOXAZIN,2002,kg,2507.7
Georgia,FLUMIOXAZIN,2003,kg,1963.2
Georgia,FLUMIOXAZIN,2004,kg,3818.5
Georgia,FLUMIOXAZIN,2005,kg,742.7
Georgia,FLUMIOXAZIN,2006,kg,2304.9
Georgia,FLUMIOXAZIN,2007,kg,1258.9
Georgia,FLUMIOXAZIN,2008,kg,6583.7
Georgia,FLUMIOXAZIN,2009,kg,6604.1
Georgia,FLUMIOXAZIN,2010,kg,8720.1
Georgia,FLUMIOXAZIN,2011,kg,18256.0
Georgia,FLUMIOXAZIN,2012,kg,17636.6
Georgia,FLUMIOXAZIN,2013,kg,14890.0
Georgia,FLUMIOXAZIN,2014,kg,21006.6
Georgia,FLUMIOXAZIN,2015,kg,16250.9
Georgia,FLUMIOXAZIN,2016,kg,21720.1
Georgia,FLUMIOXAZIN,2017,kg,16777.2
Georgia,GLUFOSINATE,1997,kg,0.0
Georgia,GLUFOSINATE,1998,kg,0.0
Georgia,GLUFOSINATE,1999,kg,0.0
Georgia,GLUFOSINATE,2000,kg,0.0
Georgia,GLUFOSINATE,2001,kg,0.0
Georgia,GLUFOSINATE,2002,kg,0.0
Georgia,GLUFOSINATE,2003,kg,0.0
Georgia,GLUFOSINATE,2004,kg,9313.9
Georgia,GLUFOSINATE,2005,kg,14486.8
Georgia,GLUFOSINATE,2006,kg,32511.1
Georgia,GLUFOSINATE,2007,kg,3157.9
Georgia,GLUFOSINATE,2008,kg,12169.8
Georgia,GLUFOSINATE,2009,kg,9871.2
Georgia,GLUFOSINATE,2010,kg,72466.1
Georgia,GLUFOSINATE,2011,kg,124409.4
Georgia,GLUFOSINATE,2012,kg,115608.2
Georgia,GLUFOSINATE,2013,kg,256288.5
Georgia,GLUFOSINATE,2014,kg,183475.4
Georgia,GLUFOSINATE,2015,kg,100260.1
Georgia,GLUFOSINATE,2016,kg,178211.3
Georgia,GLUFOSINATE,2017,kg,154154.8
Georgia,GLYPHOSATE,1992,kg,3625.4
Georgia,GLYPHOSATE,1993,kg,8599.2
Georgia,GLYPHOSATE,1994,kg,45827.0
Georgia,GLYPHOSATE,1995,kg,35297.8
Georgia,GLYPHOSATE,1996,kg,118115.3
Georgia,GLYPHOSATE,1997,kg,119587.4
Georgia,GLYPHOSATE,1998,kg,309663.5
Georgia,GLYPHOSATE,1999,kg,446044.6
Georgia,GLYPHOSATE,2000,kg,504951.9
Georgia,GLYPHOSATE,2001,kg,688453.9
Georgia,GLYPHOSATE,2002,kg,734618.4
Georgia,GLYPHOSATE,2003,kg,690571.4
Georgia,GLYPHOSATE,2004,kg,896433.8
Georgia,GLYPHOSATE,2005,kg,755577.1
Georgia,GLYPHOSATE,2006,kg,840809.4
Georgia,GLYPHOSATE,2007,kg,661139.6
Georgia,GLYPHOSATE,2008,kg,608534.7
